id,text,n_tokens
c_db37cf30e97a,banjir di daerah tambak sawah hampir semua motor yang lewat pasti mogok,12
c_928f48c45c14,indramayu diterjang banjir 8271 rumah terendam banjir warga mengungsi di bahu jalan lewat id,14
c_c22beed12786,lha ? masa urusan banjir di seluruh wilayah dki cuma gegara kurang pompa diwilayah sekitar lrt yaelaah niss semua ucapan & cara kerja hanya menunjukan buruknya kompetensi wan abud sebagai pejabat publik,32
c_1f4afed64e11,kali opak banjir 1 turuk hanyut di tamanmartani kalasan,9
c_b69b4a57859d,18:40 laporan langsung arulin yang terdampak banjir/genangan air akibat hujan deras di kota garut oleh kasat lantas polres garut cc :,21
c_15a7353ecaa8,dulur - dulur bobotoh dalam rangka membantu saudara - saudara kita yang kerap mengalami bencana banjir di area bandung selatan maka kami segenap bobotoh yang tergabung dalam bandung casuals movement berupaya mengajak kawan - kawan sekalian untuk berpartisipasi dalam donasi,40
c_5eef38743706,ide gue dulu waktu bawain sembako untuk korban banjir di kapuk - kamal jakbar,14
c_f2e5cd736ac9,ruang terbuka hijau ( rth ) selama ini yang dibangun pemprov dki lebih banyak mengutamakan artistik dibandingkan fungsinya bagi lingkungan karena itu belum ada solusi yang riil dalam menjawab persoalan banjir di jakarta,33
c_5b7b2eb50bbe,penanganan banjir di jalan sor gbla gedebage 11/4 oleh urc upt gedebage dpu cc,14
c_753bcdad34cf,itu a ' a gym loh ! ! kamu jangan main-main beliau itu yang pernah buat hoax soal banjir di jakarta dengan mencomot gambar lain dan diframin seolah2 sedang terjadi saat itu,32
c_1f764f6ee1eb,dijamin mengakak enggak karuan ! anies akhirnya buka rahasia solusi banjir di dki ia akan wajibkan semua supermarket ikut dalam csr dalam pemanfaatan keranjang sorong saat banjir kepada warga setempat diprioritaskan untuk warga religius yang berbusana arab dulu sebagai gesture hormat,41
c_1e0d254dd0a9,angkat-angkatin barang pas bagian ngangkat bingkai fotonya daffa mata langsung banjir lagi di mulut ikhlas tapi di hati ya allah berat banget,22
c_b2684ed2ab21,daerah terparah terdampak banjir di kendari sulawesi tenggara berada di kelurahan bonggoeya kecamatan wua wua | kumparan,17
c_f77958dd0368,[ info banjir terkini ] * 05:25 wib 15 april 2019 * 1 jalan bojongsoang ( pom cikarees & cijagra ) tidak ada genangan arus lalin ramai lancar di kedua arah 2 jalan raya banjaran - dayeuhkolot,37
c_e8d64be4a8bb,untuk mengurangi banjir & pencemaran citarum hari ini di jelekong kabupaten bdg bersama menteri klh meresmikan 6 fasilitas pengelolaan sampah di 6 kab/kota yang beririsan dengan sungai & anak sungai citarum semoga tidak ada lagi yang buang sampah lagi ke citarum yang menyebabkan pencemaran/banjir,44
c_c26d0710fa4c,218 tps terdampak banjir di kabupaten bandung direlokasi,8
c_c534ec61176a,banjir dukungan di injury time yunarto wijaya : luar biasa pak prabowo,12
c_aa5300c71206,banjir dukungan di injury time,5
c_4f47e6980c42,kotak surat suara pemilu 2019 rusak akibat terkena banjir di gedung gor serbaguna ciseeng kabupaten bogor jawa barat senin ( 15/4/2019 ) sedikitnya 800 kotak surat suara pemilu 2019 rusak,30
c_c58cb96ed098,jakarta banjir waktu gubernurnya kafir ngegas jakarta banjir waktu gubernurnya muslim mingkem akun nya di hack kali ? ? bagaimana dai pesohor ?,23
c_69bce3fc476f,wawancara berhubung isu banjir kilat di taman mutiara gombak 2 semua langkah pencegahan telah diambil dan usaha pelaksanaannya telah dimulakan saya yakin dengan komitmen dan kerjasama utuh semua agensi kerajaan kita mampu menyelesaikan keresahan rakyat,35
c_866e4c6bd7b3,duh pak anis ada yang nyoblos di wc nih gegara banjir terus-terusan ahirnya warga rw 4 bojong asih dayeuhkolot bandung barat buat tps di mck,25
c_25bd4d4ac930,banjir mengancam ibu kota tetap waspada ! berikut daerah-daerah rawan banjir di dki jakarta,14
c_34e3f73b4e7d,[ video ] pengiriman surat suara ke daerah-daerah pedalaman indonesia dilakukan dengan berbagai cara termasuk menggunakan gerobak dan sapi di sisi lain korban banjir sentani mengatakan mereka tidak tahu harus memilih di mana pada tanggal 17 april,37
c_f339d4b76abc,akibat banjir bandang akses jalan menuju 5 tps di temayang bojonegoro terputus rabu ( 17/04/2019 ),16
c_414bd62e9e87,situs kpu 'down ' bukan karena diretas tapi karena 'banjir pengakses ' lupakan soal hekar keker mari bantu mengawal perhitungan suara salah satu caranya simak panduan di akun mbahnya heker !,31
c_94c5d25f3590,jabar 2 punten ah kang emil kami maah hayang perubahan sok weh mangga kang emil nyalira kak 1 tong hilap ah eta banjir di urus fokus kak jabar weh sok lajeungkeun kang,32
c_f8ef5f01ee47,<PHONE> mesyuarat penyelarasan projek rancangan tebatan banjir zon tengah bil 1/2019 telah dipengerusi oleh ybhgdato irsabri bin mulok pengarah bhgn pengurusan banjir jps malaysia mesy kali ini telah membincangkan isu2 pelaksanaan program di bawah rtb negsembilan,36
c_dc50ecbebdcf,abang tolongin ini muti mau plng dari acara tadi dari metmall hujan deras banget mana banjir tolonginnnnn haha angkot nya lama nih mana masih jauh rumah mutiabang pokoknya sih you ya di event selanjutnya,34
c_f54b3684e6a4,pengerukan di pantai ngrenehan akibat banjir beberapa waktu lalu banyak materiel batu dan alat tangkap seperti jaring pancing rawe dan krendet banyak yang tertumpuk di area tempat bersandarnya kapal sehinga perlu alat berat untuk menggambilnya sabtu ( 20/4 ),39
c_b665bbe1648d,pasca banjir sampah masih menumpuk di danau sentani,8
c_db7a8c723289,iya yang pasti jayapura bebas polusi dan banjir wakakakakak udaranya segar banget karena dulu masih banyak hutan di belakang rumah juga hutan,22
c_bb5fa516e66f,lawatan tapak bersama yb teratai ahli majlis mpaj dan ke lokasi punca kejadian banjir lumpur di ampang,17
c_b63fda90ac29,mengira teh mau : 1ngasih pengumuman pengunduran diri macam bupati madina yang gagal memenangkan 1 di daerahnya 2ngasih info tentang banjir di singapur eeehhhh enggak taunya cuma ngecapruk doang ! ! !,32
c_36bfd4a328a3,kerja-kerja pembersihan longkang tersumbat oleh unit senggara jalan jkr kluang telah berjaya menyelesaikan isu banjir kilat atas permukaan jalan di lokasi berhadapan taman tasik putih jalan besar ( ft173 ),30
c_a8d1da2c7510,51 maut banjir di afrika selatan,6
c_c79c121d2df4,4 korban banjir bandang berhasil ditemukan dalam kondisi tewas di kali belik desa/kec belik pemalang korban : tarno ( 55 ) iis ( 11 ) diki ( 11 ) fatir ( 12 ) dua korban lagi masih dicari tim sar 5 anak mandi di kali belik tiba-tiba banjir bandang dari hulu menyeret korban,53
c_1940c9547cd8,bendung katulampa siaga 1 tinggi muka air 220 cuma pada 25/4/2019 pukul 0:20:20 wib waspadai banjir di bantaran sungai sekitar sungai ciliwung,22
c_d34d0829e730,bendung katulampa siaga 1 tma 220 cuma pada 25/4/2019 0:20:30 wib bantaran sciliwung berpotensi banjir di : - srengseng sawah - rawajati - pengadegan - cikoko - pejaten timur - kebon baru - bukit duri - balekambang - cililitan - cawang - bidara cina - kampung melayu - manggarai,49
c_f26e6b91ed33,kades singhapur lagi konsultasi hukum tata negara ke seorang prof ahli itu siapa tahu bisa beri solusi untuk penangan banjir di cihanseur itali kidul agar presiden terpilih tidak melupakan jabar demi kebaikan masa depan nasi padang & dodol garut detoknewsmedoi2023,40
c_389e1632bcee,pekanbaru diguyur hujan deras malam ini encik dan puan ada yang masih terjebak hujan ? atau terjebak masa lalu ? eh beberapa ruas jalan dalam kondisi banjir tetap berhati-hati ye dalam berkendara terutama di jalan yang rusak dan berlubang,39
c_3461875e74b5,habib anis : di tengah banjir informasi sekarang yang dbutuhkan adalah banjir ilmu juga di dalam diri sbnrnya banyak sekali juga sumber ilmu tinggal qtnya mau hadir menimba ilmu atau tidak,31
c_1927aa448836,seumur umur baru kali ini jakarta enggak hujan tapi banjir nya enggak ketulungan ini hanya ada di jaman gakbener yang paling heran para dan om kok enggak berisik ya memang sekarang ? ? ?,34
c_eee2f2833dad,banjir di jakarta pusat produksi air dirahasiakan tempatnya demi keamanan,10
c_23b0c0f7742f,kubu sudah sibuk mengomongkan banjir di jakarta kubu masih keukeuh mengomongkan penghitungan suara beda antara yang menang dan yang pengin dianggap menang,22
c_37a4c7d2c0cd,ini berhubungan dengan banjir di jakarta yang mulai kemarin ?,10
c_a5ad4998ffa1,sebagian banjir sudah surut di jakarta sebagian warga kembali ke rumahnya saat ini pengungsi 338 kakak dan 1317 jiwa lokasi pengungsi berada berada di 10 titik lokasi 7 titik di wilayah jakarta timur 2 titik di wilayah jakarta selatan dan 1 titik di wilayah jakarta barat,46
c_46d684e44a52,awasi anak-anak bermain saat banjir 2 orang anak meninggal dunia ( andika bin mus ( 11 ) dan migel ( 11 ) bin sahlin ) tenggelam di genangan banjir dekat permukiman mereka di kelurahan sawah lebar baru kecamatan ratu agung kota bengkulu mereka tercebur di parit saat bermain di area banjir,51
c_69096b3c8a23,bengkulu berduka musibah banjir tanah longsor dan gempa terjadi di provinsi bengkulu,12
c_7596afdc8263,mengoceh saja pada banjir mudik gih daftar buruan jangan pade balik lagi ahhahah orang mah ya banjir pade bikin aksi bantuan lah ini pade nyinyir bae kayak akun akun gosip di poster mudik nih,34
c_d2aaf26cd7ed,siap hadapi banjir di musim hujan gaes,7
c_c4ee0451a18b,kagak usah nyinyir banjir di jawa barat kagak lu nyinyir,10
c_e8f4dddc052f,banjir itu berkah dan harus di syukuri,7
c_aa65f2c3bc6b,evakuasi korban banjir oleh warga dan tim di bengkulu tengah,10
c_7f7ef411cd12,anies heran sama semua warga dki yang cuma bisa ngeluh padahal solusi banjir cuma buat lobang di tanah di pekarangan rumah supaya ada drainase vertikal geblek semua padahal dari debat kemarin sudah dibilang kalau air itu jalannya ke bawah bukan ke laut '',43
c_3b3bf4699904,dampak banjir longsor di bengkulu hingga 28/4/2019 0:19 wib : 17 orang meninggal 9 orang hilang 2 orang luka berat dan 2 orang luka ringan 12000 orang mengungsi dan 13000 orang terdampak bencana jumlah ternak mati : 106 ekor sapi 102 ekor kambing/domba dan 4 ekor kerbau,47
c_73e8a578382a,ada korban jiwa dan ribuan mengungsi akibat banjir jakarta tapi dianggap kecil di mana nuranimu ? tugas mu bukan ngeles apalagi membela diri tapi bekerja agar warga dki selamat,29
c_3eb6d5ad7933,dulu ada seorang gubernur yang pengin jadi presiden bilang kalo masalah banjir & macet di jakarta bisa diatasi kalo dia jadi presiden setelah 5 tahun jadi presiden ternyata masih belum teratasi juga anehnya masih banyak orang yang percaya dengan janji2 nya,41
c_407f8f6aec4a,duka untuk korban banjir-longsor bengkulu dta/das gagal serap presipitasi tinggi 1-2 hari sebelumnya ini linier gagalnya kelola sda & alih fungsi lahan solusinya ? di hulu - korban bengkulu 17 orang,31
c_8222a8bc8ff7,lokasi : desa omu kecamatan gumbasa kabupaten sigi jalannya putus karena banjir besar batal acara di kulawi,17
c_bc28839ee319,anies dan jihad melawan banjir di dki -,8
c_44d7334f971a,[ pray for bengkulu ] turut berduka cita atas terjadinya bencana gempa bumi longsor dan banjir di bengkulu pada 27 april 2019,22
c_a614267b0e8a,ansor peduli sigi salurkan donasi untuk banjir sigi saatnya membantu sesama ringankan saudara 2 kita di sulteng,17
c_a08123d4794f,banjir jakarta telan korban jiwa psi : di mana nuranimu anies ? lewat,13
c_6829d8638e6a,banjir bandang dari perbukitan membawa lumpur merendam permukiman hingga 3 meter di desa bangga kecamatan dolo selatan kabupaten sigi sulteng saat kejadian 1000 kakak mengungsi saat ini lumpur menutup permukiman perlu bantuan untuk membersihkan lumpur dan dampak banjir,38
c_3f185a77f37e,di pelosok sedang musim banjir bandang disertai lumpur dan batang2 pohon yang ditebang di kota musim banjir disertai kotoran dari got yang meluap plastik dan pembalut masuk sampai ke kolong meja makan banjir seakan berpesan : alam hanya mengembalikan apa yang kita buang,43
c_f4cc175114fd,jika jakarta banjir dan pak anies yang di salahkan saya heran karena sejak lama sebelum pak anies menjabat ada yang bisa mengatasi jika menjabat menjadi presiden,26
c_127a4bfc898f,hujan sedikit gdebage pasti banjir sungai cinambo menyempit dan dangkal di tambah sungai yang berbelok-belok membuat aliran air lambat yang lebih parah lagi terjadi pembiaran,25
c_9f236961e85c,mensos : cegah banjir di bengkulu dengan pembangunan kanal,9
c_09cf3f63f4b0,jakarta sudah dikasih naga eh gara-gara team wiro sableng jadi memilih onta memang onta kalo minum air sih banyak tapi masa iya mau minum tuh banjir biar surut monaslimin bantuin doa dong biar air terserap ke air karena laut bukan di bumi air jatuh ke bumi bukan ke laut,49
c_6241f1d4cb9a,seperti yang sahabat kemanusiaan ketahui bahwa banjir besar dan tanah longsor telah terjadi di beberapa kabupaten di provinsi bengkulu lebih dari 29 orang warga menjadi korban jiwa dan 12 ribu lainnya mengungsi di posko-posko pengungsian sekitar,36
c_c6b5569edcf5,eh bagaimana gimana ? indikator banjir kiriman kan bukan ada di tma manggarai tapi ada di tma bendung katulampa tanpa ai pun kecerdasan yang melekat di warga pinggir sungai sudah membuat mereka harus tukeran kontak sama yang jaga di katulampa kali,41
c_8d16e1abffc5,pak kalo hanya infoin akan datang banjir ke warga mah pak rt juga bisa ampun deh dosa apa jakarta sampai model begini di suruh mimpin,25
c_ae31ceabd37b,wkwkwk berarti banjir di jakarta jadi acara rutin setiap tahun ya pak,12
c_3c2528319ad6,menurut gubernur dki jakarta anies baswedan banjir yang terjadi pada akhir april ini tidak ada apa-apanya dibandingkan dengan banjir yang terjadi pada masa pemerintahan ahok di tahun 2015 ya tapitapitapi kan tetap banjir mau parah atau enggak hhe~,38
c_a23deda1a102,begini cara anies atasi banjir anies : banjir kemarin tidak separah di zaman ahok,14
c_6e57a4b7f5d6,bmkg : gempa 5 0 sr guncang kaur : badan meteorologi klimatologi dan geofisika ( bmkg ) menyampaikan telah terjadi gempa bumi tektonik berkekuatan 5 0 skala richter senin pukul 1322:42 wib di kaur bengkulumenurut bmkg gempa berkekuatan 5 0 sr itu,42
c_63ab60bf50be,gempa bumi terasa di sukabumi,5
c_202ddad05f20,gempa bumi 6 9 sr di sukabumi apa yang kalian merasai apak -- sedih karena sudara kita disana mengalami kesusahan,20
c_25f4eebb219d,guncangan gempa bumi terasa hingga di seluruh kecamatan kubu sekitar pukul 8 12 malam guncangannya sedikit lemah tapi dirasakan oleh warga senin 02/01/2018,23
c_11710a065f5f,peristiwa bulan super ( supermoon ) tidak ada hubungannya dengan bencana alam seperti gempa bumi gunung meletus dan lain-lain pengaruh fenomena bulan super terhadap peningkatan aktivitas gempa justru terjadi di permukaan bulan sendiri,33
c_e300b8553a46,pada tanggal 31 desember 2017 telah terjadi gempa bumi berkekuaran 52 sr di gorontalo,14
c_e521883ac50f,terimakasih bupati cilacap melalui beri bantuan csr perusahaan berupa bbr bahan permakanan & non permakanan bagi warga desa gombolharjo korban rumah rusak berat pasca gempa bumi ( mag:69sr <PHONE> 23:47:58 wib di kab-tasikmalaya-jabar & sekitarnya ),36
c_afb582e563a6,yang kiri atas orang gila atau bagaimana sih ? kalau yang lain sih bisa jadi dongo terpengaruh lah ini ? ? ? ? astaghfirullahga sekalian gempa bumi di klaim ? ? emosi gue,33
c_912a6ca21d6e,gempa bumi berkekuatan 51 skala richter mengguncang kota sarpol-e zahab provinsi kermanshah di iran barat,15
c_1220231be286,ada sekitar 1500 gempa bumi setiap tahun di jepang,9
c_ee9526876901,jadi ingat hadis yang mengatakan gempa bumi di akhir zaman akan semakin sering terjadi,14
c_ac57844ac635,gempa 4 6 sr guncang simeulue aceh : gempa bumi berkekuatan 4 6 skala richter terjadi di,17
c_8967389b7e28,produser eksekutif pada tahun 2006 saya pernah ikut bermain film pendek berjudul `` harap tenang ! ada ujian '' film yang kala itu disutradarai oleh ifa isfansyah tersebut menceritakan tentang gempa bumi di jogja dan relawan jepang,37
c_06386b349513,409 gempa bumi guncang sumbar sepanjang 2017 23 gempa di atas 5 0 skala richter - sumatra berita -,19
c_738d4f805231,gempa bumi dengan kekuatan 76 magnitud melanda kawasan kepulauan caribbean di honduras hari ini dan amaran,16
c_54975fbd695b,gempa bumi dahsyat guncang negara-negara di amerika tengah,8
